year,month,day,time,peak_AM,peak_PM,Insolation,Temperature,Cloud_cover,Insolation_2,Exp_Insolation,Seek_number1,Seek_number2,EGC,Cell_number,Insolation_difference,Temperature_difference
5,1,13,15,0,0,0.166,10.9,1,7.78,12167.4,303.6,10.19,3.1246,4438,-0.163,-2.1
5,1,13,16,0,0,0.003,8.8,1,0.01,0,154,0,0,4438,-0.003,-1.1
5,1,13,17,0,0,0,7.7,10,0,0,0,0,0,4438,0,-1
5,1,13,18,0,0,0,6.7,10,0,0,0,0,0,4438,0,-0.5
5,1,13,19,0,0,0,6.2,10,0,0,0,0,0,4438,0,-0.1
5,1,13,20,0,0,0,6.1,10,0,0,0,0,0,4438,0,-0.7
5,1,13,21,0,0,0,5.4,10,0,0,0,0,0,4438,0,-1.1
5,1,13,22,0,0,0,4.3,10,0,0,0,0,0,4438,0,-0.4
5,1,13,23,0,0,0,3.9,10,0,0,0,0,0,4438,0,-0.4
5,1,14,0,0,0,0,3.5,10,0,0,0,0,0,4363,0,-1
5,1,14,1,0,0,0,2.5,10,0,0,0,0,0,4438,0,-0.2
5,1,14,2,0,0,0,2.3,0,0,0,0,0,0,4438,0,-0.5
5,1,14,3,0,0,0,1.8,0,0,0,0,0,0,4438,0,-0.2
5,1,14,4,0,0,0,1.6,0,0,0,0,0,0,4438,0,-0.8
5,1,14,5,0,0,0,0.8,0,0,0,0,0,0,4438,0.006,-0.3
5,1,14,6,0,0,0.006,0.5,0,0,0,210.9,0,0,4438,0.278,1.3
5,1,14,7,0,0,0.284,1.8,0,7.57,12181.2,311.2,10.05,3.0838,4437,0.242,2.6
5,1,14,8,0,0,0.526,4.4,1,23.67,38873.8,313.2,30.24,9.4703,4438,0.072,2.3
5,1,14,9,0,0,0.598,6.7,1,28.99,47481.1,305.2,37.78,11.5446,4438,0.22,1.6
5,1,14,10,0,0,0.818,8.3,1,38.76,63838.5,301.2,51.58,15.5339,4438,0.063,1.1
5,1,14,11,1,0,0.881,9.4,1,41.67,68617.4,300.9,55.58,16.726,4437,-0.115,1.2
5,1,14,12,0,1,0.766,10.6,1,36.91,60084.2,301,48.64,14.6407,4438,-0.289,0.5
5,1,14,13,0,0,0.477,11.1,1,23.75,38405.9,301.3,31.23,9.4142,4438,-0.348,-0.2
5,1,14,14,0,0,0.129,10.9,10,6.18,9473.4,300.5,8.52,2.5642,4438,-0.071,-0.5
5,1,14,15,0,0,0.058,10.4,10,2.26,3302.1,300.9,3.1,0.9291,4438,-0.058,-0.8
5,1,14,16,0,0,0,9.6,10,0,0,125,0,0,4438,0,-0.8
5,1,14,17,0,0,0,8.8,10,0,0,0,0,0,4438,0,-0.9
5,1,14,18,0,0,0,7.9,10,0,0,0,0,0,4438,0,-0.1
5,1,14,19,0,0,0,7.8,10,0,0,0,0,0,4438,0,0
5,1,14,20,0,0,0,7.8,10,0,0,0,0,0,4438,0,-0.2
5,1,14,21,0,0,0,7.6,10,0,0,0,0,0,4438,0,-0.3
5,1,14,22,0,0,0,7.3,10,0,0,0,0,0,4438,0,-0.7
5,1,14,23,0,0,0,6.6,10,0,0,0,0,0,4438,0,-0.9
5,1,15,0,0,0,0,5.7,10,0,0,0,0,0,4360,0,-1.1
5,1,15,1,0,0,0,4.6,10,0,0,0,0,0,4439,0,-1.3
5,1,15,2,0,0,0,3.3,10,0,0,0,0,0,4438,0,-0.9
5,1,15,3,0,0,0,2.4,10,0,0,0,0,0,4438,0,-0.6
5,1,15,4,0,0,0,1.8,10,0,0,0,0,0,4438,0,0.2
5,1,15,5,0,0,0,2,10,0,0,0,0,0,4438,0,-0.2
5,1,15,6,0,0,0,1.8,10,0,0,99.5,0,0,4438,0.011,0
5,1,15,7,0,0,0.011,1.8,10,0,56.2,307.4,0,0,4438,0.018,0.4
5,1,15,8,0,0,0.029,2.2,10,0.43,882,308.8,0.65,0.1943,4438,0.005,0.3
5,1,15,9,0,0,0.034,2.5,10,0.56,1283.5,300.1,0.67,0.2009,4437,0.023,0.1
5,1,15,10,1,0,0.057,2.6,10,2.58,3688.6,299.7,4.04,1.2121,4438,0.002,0
5,1,15,11,0,0,0.059,2.6,10,2.68,3949.6,299.5,4.04,1.2108,4438,-0.001,0.5
5,1,15,12,0,0,0.058,3.1,10,2.54,3685.9,299.5,3.96,1.1872,4438,-0.026,0.3
5,1,15,13,0,1,0.032,3.4,10,0.57,1088.4,300,0.83,0.2497,4438,-0.015,-0.1
5,1,15,14,0,0,0.017,3.3,10,0.1,255.6,314,0.04,0.0114,4438,-0.014,-0.3
5,1,15,15,0,0,0.003,3,10,0,0,277.1,0,0,4438,-0.003,-0.5
5,1,15,16,0,0,0,2.5,10,0,0,60.5,0,0,4438,0,-0.3
5,1,15,17,0,0,0,2.2,10,0,0,0,0,0,4438,0,0.1
5,1,15,18,0,0,0,2.3,10,0,0,0,0,0,4438,0,0.5
5,1,15,19,0,0,0,2.8,10,0,0,0,0,0,4438,0,0.3
5,1,15,20,0,0,0,3.1,10,0,0,0,0,0,4438,0,-0.3
5,1,15,21,0,0,0,2.8,10,0,0,0,0,0,4438,0,-0.9
5,1,15,22,0,0,0,1.9,10,0,0,0,0,0,4438,0,0.7
5,1,15,23,0,0,0,2.6,10,0,0,0,0,0,4438,0,0.7
5,1,16,0,0,0,0,3.3,10,0,0,0,0,0,4361,0,0.6
5,1,16,1,0,0,0,3.9,10,0,0,0,0,0,4438,0,0.1
5,1,16,2,0,0,0,4,10,0,0,0,0,0,4438,0,0.2
5,1,16,3,0,0,0,4.2,10,0,0,0,0,0,4438,0,0.3
5,1,16,4,0,0,0,4.5,10,0,0,0,0,0,4438,0,0.2
5,1,16,5,0,0,0,4.7,10,0,0,0,0,0,4438,0,0.2
5,1,16,6,0,0,0,4.9,10,0,0,54.8,0,0,4438,0.012,0.5
5,1,16,7,0,0,0.012,5.4,10,0,41.5,307.3,0,0,4438,0.033,0
5,1,16,8,0,0,0.045,5.4,10,1.37,2180.8,299.8,2.06,0.6159,4438,0.032,0.5
5,1,16,9,0,0,0.077,5.9,10,3.65,5497,300.1,5.34,1.6043,4438,0.002,0.6
5,1,16,10,1,0,0.079,6.5,10,3.76,5645.1,299.7,5.57,1.6701,4438,-0.015,-0.1
5,1,16,11,0,0,0.064,6.4,10,2.95,4273.2,299.6,4.51,1.3516,4438,0.028,0.4
5,1,16,12,0,1,0.092,6.8,10,4.49,6837.2,299.6,6.52,1.9525,4438,-0.046,0.1
5,1,16,13,0,0,0.046,6.9,10,1.47,2240.3,299.2,2.31,0.6921,4438,-0.025,-0.2
5,1,16,14,0,0,0.021,6.7,10,0,121.7,308.8,0,0,4438,-0.013,0
5,1,16,15,0,0,0.008,6.7,10,0,0,299.6,0,0,4438,-0.008,0.1
5,1,16,16,0,0,0,6.8,10,0,0,107.3,0,0,4438,0,-0.1
5,1,16,17,0,0,0,6.7,10,0,0,0,0,0,4438,0,-0.1
5,1,16,18,0,0,0,6.6,10,0,0,0,0,0,4438,0,0.3
5,1,16,19,0,0,0,6.9,10,0,0,0,0,0,4438,0,-0.7
5,1,16,20,0,0,0,6.2,6,0,0,0,0,0,4438,0,-0.9
5,1,16,21,0,0,0,5.3,6,0,0,0,0,0,4438,0,-0.3
5,1,16,22,0,0,0,5,6,0,0,0,0,0,4438,0,-0.6
5,1,16,23,0,0,0,4.4,6,0,0,0,0,0,4438,0,-0.5
5,1,17,0,0,0,0,3.9,6,0,0,0,0,0,4361,0,-0.3
5,1,17,1,0,0,0,3.6,6,0,0,0,0,0,4438,0,0.2
5,1,17,2,0,0,0,3.8,7,0,0,0,0,0,4438,0,0.1
5,1,17,3,0,0,0,3.9,7,0,0,0,0,0,4438,0,-0.3
5,1,17,4,0,0,0,3.6,7,0,0,0,0,0,4438,0,-0.6
5,1,17,5,0,0,0,3,1,0,0,0,0,0,4438,0.01,-0.4
5,1,17,6,0,0,0.01,2.6,1,0.05,227.8,213.8,0,0,4438,0.238,1
5,1,17,7,0,0,0.248,3.6,1,8.04,12842.1,306.8,10.63,3.3022,4438,0.308,2.9
5,1,17,8,0,0,0.556,6.5,6,25.47,41725.7,313.1,32.44,10.1466,4438,0.189,2.5
5,1,17,9,0,0,0.745,9,6,36.22,59251.5,301.5,47.74,14.3932,4437,0.109,1.3
5,1,17,10,0,0,0.854,10.3,6,40.79,66744.4,292.1,55.65,16.2445,4438,0.033,1
5,1,17,11,1,0,0.887,11.3,1,41.98,68629.1,289.3,57.83,16.7336,4438,-0.046,0.6
5,1,17,12,0,1,0.841,11.9,1,40.78,66502.7,293.1,55.36,16.2152,4438,-0.143,0.2
5,1,17,13,0,0,0.698,12.1,1,35.09,57057.8,302.1,45.97,13.8849,4437,-0.195,-0.1
5,1,17,14,0,0,0.503,12,2,26.01,42081,310,33.1,10.2444,4438,-0.266,-0.6
5,1,17,15,0,0,0.237,11.4,2,10.59,16506.7,307.5,13.42,4.169,4438,-0.227,-1
5,1,17,16,0,0,0.01,10.4,2,0.46,62.6,186.8,0,0,4438,-0.01,-0.9
5,1,17,17,0,0,0,9.5,2,0,0,0,0,0,4438,0,-0.7
5,1,17,18,0,0,0,8.8,2,0,0,0,0,0,4438,0,-0.4
5,1,17,19,0,0,0,8.4,2,0,0,0,0,0,4438,0,-0.5
5,1,17,20,0,0,0,7.9,0,0,0,0,0,0,4438,0,-0.3
5,1,17,21,0,0,0,7.6,0,0,0,0,0,0,4438,0,-0.4
5,1,17,22,0,0,0,7.2,0,0,0,0,0,0,4438,0,-1.6
5,1,17,23,0,0,0,5.6,0,0,0,0,0,0,4438,0,-0.5
5,1,18,0,0,0,0,5.1,0,0,0,0,0,0,4359,0,-0.2
5,1,18,1,0,0,0,4.9,0,0,0,0,0,0,4438,0,-0.6
5,1,18,2,0,0,0,4.3,0,0,0,0,0,0,4438,0,0.4
5,1,18,3,0,0,0,4.7,0,0,0,0,0,0,4438,0,-0.8
5,1,18,4,0,0,0,3.9,0,0,0,0,0,0,4438,0,0
5,1,18,5,0,0,0,3.9,0,0,0,0,0,0,4438,0.006,-0.9
5,1,18,6,0,0,0.006,3,0,0,0,223.6,0,0,4438,0.31,1.9
5,1,18,7,0,0,0.316,4.9,0,8.44,13364,313.1,10.98,3.3746,4438,0.278,2.7
5,1,18,8,0,0,0.594,7.6,0,26.8,43753,308.7,34.57,10.6375,4438,0.182,2.1
5,1,18,9,0,0,0.776,9.7,0,37.88,61845.2,301.7,49.84,15.033,4438,0.104,1
5,1,18,10,0,0,0.88,10.7,0,41.74,68289.2,298.6,55.74,16.6376,4437,0.019,0.6
5,1,18,11,1,0,0.899,11.3,0,42.68,69674,289.6,58.76,17.0166,4438,-0.059,0.5
5,1,18,12,0,1,0.84,11.8,0,40.12,65464.6,289.5,55.23,15.988,4438,-0.142,0
5,1,18,13,0,0,0.698,11.8,0,34.68,56125.4,291.2,47.01,13.684,4438,-0.226,-0.1
5,1,18,14,0,0,0.472,11.7,0,24.42,39381.3,301.9,31.96,9.6467,4438,-0.348,-0.7
5,1,18,15,0,0,0.124,11,0,5.96,9147.3,302,7.76,2.3582,4437,-0.123,-1.1
5,1,18,16,0,0,0.001,9.9,0,0.01,0,172.6,0,0,4438,-0.001,-0.9
5,1,18,17,0,0,0,9,1,0,0,0,0,0,4438,0,-0.5
5,1,18,18,0,0,0,8.5,1,0,0,0,0,0,4438,0,-0.6
5,1,18,19,0,0,0,7.9,1,0,0,0,0,0,4438,0,-0.3
5,1,18,20,0,0,0,7.6,3,0,0,0,0,0,4438,0,-0.6
5,1,18,21,0,0,0,7,3,0,0,0,0,0,4438,0,-0.3
5,1,18,22,0,0,0,6.7,3,0,0,0,0,0,4439,0,-0.4
5,1,18,23,0,0,0,6.3,3,0,0,0,0,0,4438,0,-0.5
5,1,19,0,0,0,0,5.8,3,0,0,0,0,0,4361,0,-0.3
5,1,19,1,0,0,0,5.5,3,0,0,0,0,0,4438,0,-0.4
5,1,19,2,0,0,0,5.1,10,0,0,0,0,0,4438,0,-0.2
5,1,19,3,0,0,0,4.9,10,0,0,0,0,0,4438,0,-0.1
5,1,19,4,0,0,0,4.8,10,0,0,0,0,0,4438,0,0
5,1,19,5,0,0,0,4.8,10,0,0,0,0,0,4438,0.002,0.1
5,1,19,6,0,0,0.002,4.9,10,0,0,114.5,0,0,4438,0.047,0.4
5,1,19,7,0,0,0.049,5.3,10,1.13,1891.8,303.8,1.72,0.516,4438,0.051,1.2
5,1,19,8,0,0,0.1,6.5,10,4.09,6242,301,5.88,1.7769,4438,0.299,1.2
5,1,19,9,0,0,0.399,7.7,10,19.24,31196.2,310.5,24.61,7.6761,4438,0.195,1.1
5,1,19,10,0,0,0.594,8.8,10,28.71,46751.7,300.4,38.03,11.4206,4438,0.246,1
5,1,19,11,1,0,0.84,9.8,7,39.41,64142.8,289.2,54.14,15.6593,4437,-0.125,0.6
5,1,19,12,0,1,0.715,10.4,7,34.36,55941.2,289.5,47.1,13.6432,4438,-0.076,0.9
5,1,19,13,0,0,0.639,11.3,7,31.32,50961.1,290.1,42.86,12.4313,4438,-0.339,0
5,1,19,14,0,0,0.3,11.3,4,15,24083.8,298.8,20.21,6.0159,4438,-0.25,-0.7
5,1,19,15,0,0,0.05,10.6,4,1.67,1901.7,300.3,1.44,0.4301,4438,-0.049,-1.2
5,1,19,16,0,0,0.001,9.4,4,0,0,170.9,0,0,4438,-0.001,-1.2
5,1,19,17,0,0,0,8.2,5,0,0,0,0,0,4438,0,-0.5
5,1,19,18,0,0,0,7.7,5,0,0,0,0,0,4438,0,-0.8
5,1,19,19,0,0,0,6.9,5,0,0,0,0,0,4438,0,-0.7
5,1,19,20,0,0,0,6.2,1,0,0,0,0,0,4438,0,-0.3
5,1,19,21,0,0,0,5.9,1,0,0,0,0,0,4438,0,-0.7
5,1,19,22,0,0,0,5.2,1,0,0,0,0,0,4438,0,-0.8
5,1,19,23,0,0,0,4.4,1,0,0,0,0,0,4438,0,-0.9
5,1,20,0,0,0,0,3.5,1,0,0,0,0,0,4362,0,-0.3
5,1,20,1,0,0,0,3.2,1,0,0,0,0,0,4438,0,0.8
5,1,20,2,0,0,0,4,10,0,0,0,0,0,4438,0,-0.1
5,1,20,3,0,0,0,3.9,10,0,0,0,0,0,4439,0,-0.7
5,1,20,4,0,0,0,3.2,10,0,0,0,0,0,4438,0,-0.9
5,1,20,5,0,0,0,2.3,0,0,0,0,0,0,4438,0.009,-0.4
5,1,20,6,0,0,0.009,1.9,0,0.01,103.8,220.7,0,0,4438,0.231,0.9
5,1,20,7,0,0,0.24,2.8,0,7.33,11693.3,305.9,9.81,3.0401,4437,0.26,2.7
5,1,20,8,0,0,0.5,5.5,0,22.8,37317.5,310.9,29.37,9.1105,4438,0.162,3.2
5,1,20,9,0,0,0.662,8.7,0,31.77,51922.7,300.6,42,12.6212,4438,0.175,1.7
5,1,20,10,1,0,0.837,10.4,0,39.34,64530.3,297.5,52.84,15.7101,4438,-0.059,1.4
5,1,20,11,0,0,0.778,11.8,4,36.28,59367.6,290.2,50.09,14.5082,4437,-0.218,0.4
5,1,20,12,0,1,0.56,12.2,4,26.77,43323.8,292.5,36.19,10.6318,4438,-0.468,-0.9
5,1,20,13,0,0,0.092,11.3,4,4.81,6918.8,298.5,6.57,1.9558,4438,0.04,-0.5
5,1,20,14,0,0,0.132,10.8,3,6.21,9312,300.5,8.37,2.5184,4438,0.097,0.1
5,1,20,15,0,0,0.229,10.9,3,9.98,15630.8,305.9,12.95,3.9952,4438,-0.224,-1.1
5,1,20,16,0,0,0.005,9.8,3,0.2,72.2,194.2,0,0,4438,-0.005,-1.4
5,1,20,17,0,0,0,8.4,1,0,0,0,0,0,4438,0,-0.9
5,1,20,18,0,0,0,7.5,1,0,0,0,0,0,4438,0,-1.8
5,1,20,19,0,0,0,5.7,1,0,0,0,0,0,4438,0,-0.3
5,1,20,20,0,0,0,5.4,0,0,0,0,0,0,4438,0,-0.8
5,1,20,21,0,0,0,4.6,0,0,0,0,0,0,4438,0,-0.1
5,1,20,22,0,0,0,4.5,0,0,0,0,0,0,4438,0,-1.2
5,1,20,23,0,0,0,3.3,0,0,0,0,0,0,4438,0,-0.8
5,1,21,0,0,0,0,2.5,0,0,0,0,0,0,4360,0,-0.5
5,1,21,1,0,0,0,2,0,0,0,0,0,0,4438,0,0
5,1,21,2,0,0,0,2,1,0,0,0,0,0,4438,0,0.7
5,1,21,3,0,0,0,2.7,1,0,0,0,0,0,4438,0,1.1
5,1,21,4,0,0,0,3.8,1,0,0,0,0,0,4438,0,0.6
5,1,21,5,0,0,0,4.4,0,0,0,0,0,0,4438,0.008,-0.4
5,1,21,6,0,0,0.008,4,0,0,0,230.5,0,0,4438,0.308,0.9
5,1,21,7,0,0,0.316,4.9,0,8.46,13741.7,311.3,11.21,3.4698,4438,0.267,2
5,1,21,8,0,0,0.583,6.9,0,26.61,43712.8,310,34.38,10.6323,4437,0.198,1.4
5,1,21,9,0,0,0.781,8.3,0,37.94,62351.7,302.3,50.12,15.151,4438,0.113,1.1
5,1,21,10,0,0,0.894,9.4,0,42.55,69649.8,301.3,56.29,16.9599,4438,0.037,0.8
5,1,21,11,1,0,0.931,10.2,1,44.11,71920.1,300.7,58.25,17.5154,4438,-0.053,0.4
5,1,21,12,0,1,0.878,10.6,1,42.12,68642.7,291.7,57.37,16.7313,4437,-0.274,-0.2
5,1,21,13,0,0,0.604,10.4,1,30.33,49156.4,301.5,39.85,12.016,4438,-0.152,-0.7
5,1,21,14,0,0,0.452,9.7,1,23.23,37518.8,311.8,29.27,9.1532,4438,-0.212,-0.9
5,1,21,15,0,0,0.24,8.8,1,11.25,17704.1,309.6,14.36,4.4868,4438,-0.235,-1.4
5,1,21,16,0,0,0.005,7.4,1,0.49,90.3,200.5,0,0,4438,-0.005,-1.3
5,1,21,17,0,0,0,6.1,0,0,0,0,0,0,4438,0,-0.9
5,1,21,18,0,0,0,5.2,0,0,0,0,0,0,4438,0,-0.3
5,1,21,19,0,0,0,4.9,0,0,0,0,0,0,4438,0,0.1
5,1,21,20,0,0,0,5,0,0,0,0,0,0,4438,0,-0.5
5,1,21,21,0,0,0,4.5,0,0,0,0,0,0,4438,0,-0.2
5,1,21,22,0,0,0,4.3,0,0,0,0,0,0,4438,0,-0.3
5,1,21,23,0,0,0,4,0,0,0,0,0,0,4438,0,0.2
5,1,22,0,0,0,0,4.2,0,0,0,0,0,0,4361,0,-0.6
5,1,22,1,0,0,0,3.6,0,0,0,0,0,0,4438,0,-0.9
5,1,22,2,0,0,0,2.7,0,0,0,0,0,0,4438,0,-0.8
5,1,22,3,0,0,0,1.9,0,0,0,0,0,0,4438,0,-0.4
5,1,22,4,0,0,0,1.5,0,0,0,0,0,0,4438,0,-1.5
5,1,22,5,0,0,0,0,0,0,0,0,0,0,4438,0.01,2
5,1,22,6,0,0,0.01,2,0,0,0,234.9,0,0,4438,0.327,2.5
5,1,22,7,0,0,0.337,4.5,0,9.05,14692.5,313.9,11.95,3.6993,4438,0.276,1.6
5,1,22,8,0,0,0.613,6.1,0,28.47,47002,314.4,36.26,11.3976,4437,0.193,0.9
5,1,22,9,0,0,0.806,7,0,39.01,64521.7,313.4,49.82,15.614,4438,0.117,1
5,1,22,10,0,0,0.923,8,0,43.85,72652.2,304.1,58.08,17.6543,4438,0.015,1
5,1,22,11,1,0,0.938,9,6,44.11,73101.9,301,59.09,17.7887,4438,-0.089,0.7
5,1,22,12,0,1,0.849,9.7,6,41.31,67318.1,301.4,54.34,16.3756,4438,-0.132,-0.4
5,1,22,13,0,0,0.717,9.3,6,36.13,58844.1,302,47.41,14.3184,4437,-0.203,-0.1
5,1,22,14,0,0,0.514,9.2,0,26.53,43162.8,304.4,34.6,10.5197,4438,-0.268,-0.8
5,1,22,15,0,0,0.246,8.4,0,11.62,18556.9,307.2,15.15,4.6949,4438,-0.241,-1.7
5,1,22,16,0,0,0.005,6.7,0,0.03,105.7,201.4,0.02,0.0057,4438,-0.005,-1.2
5,1,22,17,0,0,0,5.5,0,0,0,0,0,0,4438,0,-0.9
5,1,22,18,0,0,0,4.6,0,0,0,0,0,0,4438,0,-0.7
5,1,22,19,0,0,0,3.9,0,0,0,0,0,0,4438,0,-0.4
5,1,22,20,0,0,0,3.5,0,0,0,0,0,0,4438,0,-0.2
5,1,22,21,0,0,0,3.3,0,0,0,0,0,0,4438,0,-0.3
5,1,22,22,0,0,0,3,0,0,0,0,0,0,4438,0,-0.4
5,1,22,23,0,0,0,2.6,0,0,0,0,0,0,4438,0,-0.2
5,1,23,0,0,0,0,2.4,0,0,0,0,0,0,4361,0,-0.1
5,1,23,1,0,0,0,2.3,0,0,0,0,0,0,4438,0,-0.1
5,1,23,2,0,0,0,2.2,8,0,0,0,0,0,4438,0,0.2
5,1,23,3,0,0,0,2.4,8,0,0,0,0,0,4438,0,0.2
5,1,23,4,0,0,0,2.6,8,0,0,0,0,0,4438,0,-0.1
5,1,23,5,0,0,0,2.5,10,0,0,0,0,0,4438,0.001,-0.2
5,1,23,6,0,0,0.001,2.3,10,0,0,124.4,0,0,4438,0.028,-0.2
5,1,23,7,0,0,0.029,2.1,10,0.49,845.7,309.5,0.72,0.2156,4438,0.034,0.3
5,1,23,8,0,0,0.063,2.4,10,2.5,3517.3,299.8,3.91,1.1722,4438,0.01,0.6
5,1,23,9,0,0,0.073,3,10,3.15,4655.9,299.6,4.76,1.4274,4438,-0.001,-0.2
5,1,23,10,0,0,0.072,2.8,10,3.21,4755.7,299.7,4.85,1.4552,4438,0.015,0.5
5,1,23,11,1,0,0.087,3.3,10,4.02,6118.6,299.7,5.89,1.7643,4438,0.051,0.8
5,1,23,12,0,1,0.138,4.1,10,6.64,10411.2,301.7,9.16,2.7671,4438,-0.033,0.8
5,1,23,13,0,0,0.105,4.9,10,4.89,7514,299.7,7.04,2.1112,4437,-0.049,0.2
5,1,23,14,0,0,0.056,5.1,10,2.17,3400.6,300.1,3.07,0.9193,4438,-0.041,-0.7
5,1,23,15,0,0,0.015,4.4,10,0,128.8,312.8,0,0,4438,-0.015,-0.8
5,1,23,16,0,0,0,3.6,10,0,0,124.4,0,0,4438,0,-0.5
5,1,23,17,0,0,0,3.1,10,0,0,0,0,0,4438,0,-0.5
5,1,23,18,0,0,0,2.6,10,0,0,0,0,0,4438,0,-0.9
5,1,23,19,0,0,0,1.7,10,0,0,0,0,0,4438,0,-0.1
5,1,23,20,0,0,0,1.6,10,0,0,0,0,0,4439,0,0
5,1,23,21,0,0,0,1.6,10,0,0,0,0,0,4438,0,0
5,1,23,22,0,0,0,1.6,10,0,0,0,0,0,4438,0,0.1
5,1,23,23,0,0,0,1.7,10,0,0,0,0,0,4438,0,0.2
5,1,24,0,0,0,0,1.9,10,0,0,0,0,0,4362,0,0
5,1,24,1,0,0,0,1.9,10,0,0,0,0,0,4438,0,0.3
5,1,24,2,0,0,0,2.2,10,0,0,0,0,0,4438,0,-0.3
5,1,24,3,0,0,0,1.9,10,0,0,0,0,0,4438,0,-0.6
5,1,24,4,0,0,0,1.3,10,0,0,0,0,0,4438,0,-0.4
5,1,24,5,0,0,0,0.9,8,0,0,0,0,0,4438,0.012,-0.2
5,1,24,6,0,0,0.012,0.7,8,0.09,235.1,235.6,0.07,0.0202,4438,0.249,0.3
5,1,24,7,0,0,0.261,1,8,8.41,13430.5,309.7,11.09,3.483,4438,0.245,1.9
5,1,24,8,0,0,0.506,2.9,3,23.8,38887.1,315.8,30.03,9.4636,4437,0.104,1.7
5,1,24,9,0,0,0.61,4.6,3,30.13,49028.4,305.3,39.02,11.9119,4438,0.022,2.4
5,1,24,10,0,0,0.632,7,3,31.04,50456.4,295.9,41.56,12.289,4438,0.148,1.7
5,1,24,11,1,0,0.78,8.7,10,37.52,61020.1,294.7,50.46,14.8509,4438,-0.065,1.4
5,1,24,12,0,1,0.715,10.1,10,35.13,56976.6,289.2,48.03,13.887,4437,-0.24,1
5,1,24,13,0,0,0.475,11.1,10,23.58,38059,295.8,31.67,9.3346,4438,-0.192,0.3
5,1,24,14,0,0,0.283,11.4,10,14.58,23258,299,19.41,5.8164,4438,-0.202,-2.7
5,1,24,15,0,0,0.081,8.7,10,3.37,4622.1,300.1,4.37,1.3119,4438,-0.076,-0.8
5,1,24,16,0,0,0.005,7.9,10,0.15,58.6,201.7,0,0,4438,-0.005,-0.7
5,1,24,17,0,0,0,7.2,10,0,0,0,0,0,4438,0,-0.6
5,1,24,18,0,0,0,6.6,10,0,0,0,0,0,4438,0,-0.4
5,1,24,19,0,0,0,6.2,10,0,0,0,0,0,4438,0,-1
5,1,24,20,0,0,0,5.2,10,0,0,0,0,0,4438,0,-0.5
5,1,24,21,0,0,0,4.7,10,0,0,0,0,0,4438,0,-0.5
5,1,24,22,0,0,0,4.2,10,0,0,0,0,0,4438,0,-0.4
5,1,24,23,0,0,0,3.8,10,0,0,0,0,0,4438,0,-0.5
5,1,25,0,0,0,0,3.3,10,0,0,0,0,0,4357,0,0.8
5,1,25,1,0,0,0,4.1,10,0,0,0,0,0,4438,0,2.1
5,1,25,2,0,0,0,6.2,0,0,0,0,0,0,4439,0,0.1
5,1,25,3,0,0,0,6.3,0,0,0,0,0,0,4438,0,-0.4
5,1,25,4,0,0,0,5.9,0,0,0,0,0,0,4438,0,-0.3
5,1,25,5,0,0,0,5.6,0,0,0,0,0,0,4438,0.01,-0.2
5,1,25,6,0,0,0.01,5.4,0,0,0,240.7,0,0,4438,0.307,0.7
5,1,25,7,0,0,0.317,6.1,0,8.94,14487.8,309.2,11.74,3.6567,4437,0.252,1.4
5,1,25,8,0,0,0.569,7.5,0,26.59,43544.8,310.7,34.12,10.5756,4438,0.182,1.8
5,1,25,9,0,0,0.751,9.3,0,36.31,59583.8,301.7,47.99,14.4773,4438,0.109,1.4
5,1,25,10,0,0,0.86,10.7,0,40.58,66643.9,300.2,53.98,16.2082,4438,0.017,0.9
5,1,25,11,1,0,0.877,11.6,3,41.26,67820,291.1,56.79,16.5282,4437,-0.143,0.1
5,1,25,12,0,1,0.734,11.7,3,36.07,58520.4,298.7,47.69,14.242,4438,-0.141,0
5,1,25,13,0,0,0.593,11.7,3,29.61,48102,301.6,38.93,11.7348,4438,-0.341,-0.7
5,1,25,14,0,0,0.252,11,10,12.47,19986.2,302.8,16.61,5.0375,4438,-0.188,-1.1
5,1,25,15,0,0,0.064,9.9,10,2.68,3828.7,303.1,3.54,1.063,4438,-0.061,-0.9
5,1,25,16,0,0,0.003,9,10,0,0,172.8,0,0,4438,-0.003,-0.6
5,1,25,17,0,0,0,8.4,10,0,0,0,0,0,4438,0,-0.5
5,1,25,18,0,0,0,7.9,10,0,0,0,0,0,4438,0,-0.5
5,1,25,19,0,0,0,7.4,10,0,0,0,0,0,4438,0,-0.4
5,1,25,20,0,0,0,7,10,0,0,0,0,0,4438,0,-0.2
5,1,25,21,0,0,0,6.8,10,0,0,0,0,0,4438,0,-0.1
5,1,25,22,0,0,0,6.7,10,0,0,0,0,0,4438,0,-0.4
5,1,25,23,0,0,0,6.3,10,0,0,0,0,0,4438,0,-1.7
5,1,26,0,0,0,0,4.6,10,0,0,0,0,0,4361,0,-1
5,1,26,1,0,0,0,3.6,10,0,0,0,0,0,4438,0,-0.3
5,1,26,2,0,0,0,3.3,10,0,0,0,0,0,4438,0,-0.9
5,1,26,3,0,0,0,2.4,10,0,0,0,0,0,4438,0,-0.2
5,1,26,4,0,0,0,2.2,10,0,0,0,0,0,4438,0,0
5,1,26,5,0,0,0,2.2,10,0,0,0,0,0,4438,0,-0.1
5,1,26,6,0,0,0,2.1,10,0,0,93.8,0,0,4438,0.012,-0.1
5,1,26,7,0,0,0.012,2,10,0.01,34.9,314,0,0,4438,0.04,0.5
