year,month,day,time,peak_AM,peak_PM,Insolation,Temperature,Cloud_cover,Insolation_2,Exp_Insolation,Seek_number1,Seek_number2,EGC,Cell_number,Insolation_difference,Temperature_difference
5,1,1,0,0,0,0,1.6,2,0,0,0,0,0,4361,0,0.7
5,1,1,1,0,0,0,2.3,2,0,0,0,0,0,4438,0,0.3
5,1,1,2,0,0,0,2.6,2,0,0,0,0,0,4438,0,-1.1
5,1,1,3,0,0,0,1.5,2,0,0,0,0,0,4438,0,-0.6
5,1,1,4,0,0,0,0.9,2,0,0,0,0,0,4438,0,1.1
5,1,1,5,0,0,0,2,10,0,0,0,0,0,4438,0.003,-1.2
5,1,1,6,0,0,0.003,0.8,10,0,0,191.7,0,0,4438,0.276,0.8
5,1,1,7,0,0,0.279,1.6,10,3.68,5847.6,313.3,5.06,1.5234,4438,0.305,1
5,1,1,8,0,0,0.584,2.6,0,17.68,28606.9,306.2,23,7.0425,4438,0.183,2.8
5,1,1,9,0,0,0.767,5.4,0,35,57085,301.5,45.94,13.8473,4437,0.094,1.2
5,1,1,10,0,0,0.861,6.6,0,41.29,67525.7,300.7,54.55,16.406,4438,0.016,0.9
5,1,1,11,1,0,0.877,7.5,4,41.95,68974.2,292,57.54,16.7972,4438,-0.07,0.9
5,1,1,12,0,1,0.807,8.4,4,39.48,65033,290.1,54.61,15.84,4438,-0.139,0.1
5,1,1,13,0,0,0.668,8.5,4,33.85,55747,298,45.61,13.5744,4438,-0.298,-1
5,1,1,14,0,0,0.37,7.5,2,19.67,32089.9,305.7,25.84,7.9004,4437,-0.25,-1.1
5,1,1,15,0,0,0.12,6.4,2,4.99,7928.3,304.7,6.56,2.0492,4438,-0.12,-1.2
5,1,1,16,0,0,0,5.2,2,0,0,112,0,0,4438,0,-1.1
5,1,1,17,0,0,0,4.1,9,0,0,0,0,0,4438,0,-0.9
5,1,1,18,0,0,0,3.2,9,0,0,0,0,0,4438,0,-0.7
5,1,1,19,0,0,0,2.5,9,0,0,0,0,0,4438,0,-0.2
5,1,1,20,0,0,0,2.3,1,0,0,0,0,0,4438,0,-0.5
5,1,1,21,0,0,0,1.8,1,0,0,0,0,0,4438,0,-0.3
5,1,1,22,0,0,0,1.5,1,0,0,0,0,0,4439,0,-0.6
5,1,1,23,0,0,0,0.9,1,0,0,0,0,0,4438,0,-1
5,1,2,0,0,0,0,-0.1,1,0,0,0,0,0,4362,0,-0.6
5,1,2,1,0,0,0,-0.7,1,0,0,0,0,0,4438,0,-0.1
5,1,2,2,0,0,0,-0.8,0,0,0,0,0,0,4438,0,-0.6
5,1,2,3,0,0,0,-1.4,0,0,0,0,0,0,4438,0,0.7
5,1,2,4,0,0,0,-0.7,0,0,0,0,0,0,4438,0,-0.9
5,1,2,5,0,0,0,-1.6,0,0,0,0,0,0,4438,0.004,-0.3
5,1,2,6,0,0,0.004,-1.9,0,0,0,210.1,0,0,4438,0.313,0.7
5,1,2,7,0,0,0.317,-1.2,0,8.02,12825.4,315.6,10.45,3.2446,4438,0.275,3.3
5,1,2,8,0,0,0.592,2.1,0,26.72,43554.1,309.1,34.31,10.5711,4438,0.179,2.8
5,1,2,9,0,0,0.771,4.9,0,37.11,60590,300.5,48.9,14.6923,4438,0.089,2.6
5,1,2,10,0,0,0.86,7.5,0,40.54,66378.4,285.4,56.68,16.1659,4437,0.012,1.3
5,1,2,11,1,0,0.872,8.8,0,40.92,67270.7,277.4,59.23,16.4303,4438,-0.057,1.1
5,1,2,12,0,1,0.815,9.9,0,38.51,63456.6,277.5,55.81,15.4872,4438,-0.165,0.4
5,1,2,13,0,0,0.65,10.3,0,32.58,53694.1,286.2,45.8,13.0864,4438,-0.22,0
5,1,2,14,0,0,0.43,10.3,0,22.66,37126.3,298.2,30.6,9.1033,4438,-0.271,-0.8
5,1,2,15,0,0,0.159,9.5,0,7.04,11285.9,302.6,9.5,2.8941,4438,-0.159,-1.7
5,1,2,16,0,0,0,7.8,0,0,0,119.5,0,0,4438,0,-1.1
5,1,2,17,0,0,0,6.7,1,0,0,0,0,0,4438,0,-0.9
5,1,2,18,0,0,0,5.8,1,0,0,0,0,0,4438,0,-0.9
5,1,2,19,0,0,0,4.9,1,0,0,0,0,0,4438,0,-1.3
5,1,2,20,0,0,0,3.6,2,0,0,0,0,0,4438,0,-0.2
5,1,2,21,0,0,0,3.4,2,0,0,0,0,0,4438,0,-1
5,1,2,22,0,0,0,2.4,2,0,0,0,0,0,4438,0,-0.5
5,1,2,23,0,0,0,1.9,2,0,0,0,0,0,4438,0,-0.9
5,1,3,0,0,0,0,1,2,0,0,0,0,0,4361,0,-0.8
5,1,3,1,0,0,0,0.2,2,0,0,0,0,0,4438,0,-0.2
5,1,3,2,0,0,0,0,0,0,0,0,0,0,4438,0,-0.5
5,1,3,3,0,0,0,-0.5,0,0,0,0,0,0,4438,0,-0.2
5,1,3,4,0,0,0,-0.7,0,0,0,0,0,0,4438,0,-0.2
5,1,3,5,0,0,0,-0.9,0,0,0,0,0,0,4438,0.005,0.2
5,1,3,6,0,0,0.005,-0.7,0,0,0,215.6,0,0,4439,0.297,0.7
5,1,3,7,0,0,0.302,0,0,8.01,12784.6,314.9,10.46,3.2493,4437,0.283,2.2
5,1,3,8,0,0,0.585,2.2,0,26.57,43245.1,309.2,34.09,10.5082,4438,0.174,3
5,1,3,9,0,0,0.759,5.2,0,36.78,59881.1,300.8,48.26,14.5144,4438,0.087,2.8
5,1,3,10,1,0,0.846,8,0,39.93,65147.2,289.1,54.79,15.8394,4438,-0.061,2.4
5,1,3,11,0,0,0.785,10.4,4,36.86,60230,284.7,51.57,14.6809,4438,-0.392,1.9
5,1,3,12,0,1,0.393,12.3,4,19.71,31965,298.1,26.61,7.884,4437,-0.211,-1.8
5,1,3,13,0,0,0.182,10.5,4,9.04,14358.7,301.7,12.25,3.7056,4438,0.057,-1.4
5,1,3,14,0,0,0.239,9.1,10,12.23,19618.7,304.4,16.05,4.9483,4438,-0.18,-0.5
5,1,3,15,0,0,0.059,8.6,10,2.42,3746,300.6,3.37,1.0204,4438,-0.059,-1
5,1,3,16,0,0,0,7.6,10,0,0,96.9,0,0,4438,0,-0.9
5,1,3,17,0,0,0,6.7,10,0,0,0,0,0,4438,0,-0.7
5,1,3,18,0,0,0,6,10,0,0,0,0,0,4438,0,-0.3
5,1,3,19,0,0,0,5.7,10,0,0,0,0,0,4438,0,-0.6
5,1,3,20,0,0,0,5.1,10,0,0,0,0,0,4438,0,-1
5,1,3,21,0,0,0,4.1,10,0,0,0,0,0,4438,0,-0.2
5,1,3,22,0,0,0,3.9,10,0,0,0,0,0,4438,0,-0.6
5,1,3,23,0,0,0,3.3,10,0,0,0,0,0,4438,0,0.1
5,1,4,0,0,0,0,3.4,10,0,0,0,0,0,4361,0,2.7
5,1,4,1,0,0,0,6.1,10,0,0,0,0,0,4438,0,2.2
5,1,4,2,0,0,0,8.3,3,0,0,0,0,0,4438,0,-1.9
5,1,4,3,0,0,0,6.4,3,0,0,0,0,0,4438,0,-3.6
5,1,4,4,0,0,0,2.8,3,0,0,0,0,0,4438,0,-0.5
5,1,4,5,0,0,0,2.3,7,0,0,0,0,0,4438,0.001,0.2
5,1,4,6,0,0,0.001,2.5,7,0,0,114.3,0,0,4439,0.095,0.2
5,1,4,7,0,0,0.096,2.7,7,3.09,5124.2,318.2,3.97,1.2411,4437,0.434,2.8
5,1,4,8,0,0,0.53,5.5,2,23.41,38292.9,307.1,30.56,9.3449,4438,0.199,4.8
5,1,4,9,0,0,0.729,10.3,2,34.76,56977.3,294.6,47.05,13.8423,4438,0.027,4.3
5,1,4,10,0,0,0.756,14.6,2,35.22,57732.9,288.8,48.65,14.0501,4438,0.067,3.5
5,1,4,11,1,0,0.823,18.1,3,37.51,61805.2,280.2,53.83,15.0802,4437,-0.077,-0.7
5,1,4,12,0,1,0.746,17.4,3,34.83,57532.8,279.3,50.29,14.038,4438,-0.145,-1.8
5,1,4,13,0,0,0.601,15.6,3,29.64,48863.8,291.7,40.89,11.9181,4438,-0.204,0.2
5,1,4,14,0,0,0.397,15.8,5,19.99,32777,301.7,26.78,8.0765,4438,-0.249,-0.3
5,1,4,15,0,0,0.148,15.5,5,6,9681.5,300.5,8.33,2.5081,4438,-0.148,-2.9
5,1,4,16,0,0,0,12.6,5,0,0,108.9,0,0,4438,0,-2.1
5,1,4,17,0,0,0,10.5,5,0,0,0,0,0,4438,0,-1.4
5,1,4,18,0,0,0,9.1,5,0,0,0,0,0,4438,0,-1
5,1,4,19,0,0,0,8.1,5,0,0,0,0,0,4438,0,-0.8
5,1,4,20,0,0,0,7.3,9,0,0,0,0,0,4438,0,-0.5
5,1,4,21,0,0,0,6.8,9,0,0,0,0,0,4438,0,-0.4
5,1,4,22,0,0,0,6.4,9,0,0,0,0,0,4438,0,-0.6
5,1,4,23,0,0,0,5.8,9,0,0,0,0,0,4438,0,-0.5
5,1,5,0,0,0,0,5.3,9,0,0,0,0,0,4361,0,-0.7
5,1,5,1,0,0,0,4.6,9,0,0,0,0,0,4438,0,-0.3
5,1,5,2,0,0,0,4.3,10,0,0,0,0,0,4438,0,0.3
5,1,5,3,0,0,0,4.6,10,0,0,0,0,0,4438,0,-0.3
5,1,5,4,0,0,0,4.3,10,0,0,0,0,0,4438,0,-1.7
5,1,5,5,0,0,0,2.6,1,0,0,0,0,0,4438,0.004,-1
5,1,5,6,0,0,0.004,1.6,1,0,0,202.2,0,0,4438,0.289,0.4
5,1,5,7,0,0,0.293,2,1,7.63,12263.6,314.2,10.11,3.1216,4438,0.289,2
5,1,5,8,0,0,0.582,4,0,26.25,43078.9,310,33.91,10.4783,4438,0.184,1.5
5,1,5,9,0,0,0.766,5.5,0,37.53,61763.9,302.4,49.6,15.001,4438,0.103,1.2
5,1,5,10,0,0,0.869,6.7,0,41.6,68380.9,301.3,55.25,16.6494,4437,0.02,0.8
5,1,5,11,1,0,0.889,7.5,1,42.49,69787.9,300.1,56.65,17.0007,4438,-0.061,0.6
5,1,5,12,0,1,0.828,8.1,1,41.06,66861.2,301.9,53.94,16.2866,4438,-0.147,0
5,1,5,13,0,0,0.681,8.1,1,34.82,56559.6,301.9,45.58,13.7612,4438,-0.212,-0.2
5,1,5,14,0,0,0.469,7.9,0,24.99,40455,309.8,31.94,9.8719,4438,-0.286,-1.1
5,1,5,15,0,0,0.183,6.8,0,8.03,12793.9,307.8,10.42,3.2563,4438,-0.183,-1.1
5,1,5,16,0,0,0,5.7,0,0,0,127.5,0,0,4438,0,-1
5,1,5,17,0,0,0,4.7,0,0,0,0,0,0,4438,0,-0.5
5,1,5,18,0,0,0,4.2,0,0,0,0,0,0,4438,0,-0.8
5,1,5,19,0,0,0,3.4,0,0,0,0,0,0,4438,0,-0.5
5,1,5,20,0,0,0,2.9,0,0,0,0,0,0,4438,0,-0.5
5,1,5,21,0,0,0,2.4,0,0,0,0,0,0,4438,0,-0.7
5,1,5,22,0,0,0,1.7,0,0,0,0,0,0,4438,0,-0.6
5,1,5,23,0,0,0,1.1,0,0,0,0,0,0,4438,0,-0.5
5,1,6,0,0,0,0,0.6,0,0,0,0,0,0,4361,0,-0.2
5,1,6,1,0,0,0,0.4,0,0,0,0,0,0,4438,0,0.1
5,1,6,2,0,0,0,0.5,1,0,0,0,0,0,4438,0,-0.5
5,1,6,3,0,0,0,0,1,0,0,0,0,0,4438,0,0.1
5,1,6,4,0,0,0,0.1,1,0,0,0,0,0,4438,0,-0.3
5,1,6,5,0,0,0,-0.2,10,0,0,0,0,0,4439,0.008,0.2
5,1,6,6,0,0,0.008,0,10,0.03,72.2,178.8,0,0,4438,0.069,0.3
5,1,6,7,0,0,0.077,0.3,10,2.84,4071.4,299.7,4.33,1.2964,4437,0.113,0.7
5,1,6,8,0,0,0.19,1,10,8.87,14201.9,309.9,11.74,3.6651,4438,0.005,0.9
5,1,6,9,0,0,0.195,1.9,10,9.58,15319.7,311.3,12.58,3.9325,4438,0.08,1
5,1,6,10,0,0,0.275,2.9,10,13.88,22436.5,315.6,17.69,5.5968,4438,-0.114,0.4
5,1,6,11,1,0,0.161,3.3,10,8.13,12910.5,308.6,10.88,3.3661,4438,0.044,0.6
5,1,6,12,0,0,0.205,3.9,10,10.38,16493.4,312.1,13.44,4.1994,4438,-0.12,0.3
5,1,6,13,0,1,0.085,4.2,10,4.14,6132.7,302.7,5.39,1.6546,4437,-0.072,-0.8
5,1,6,14,0,0,0.013,3.4,10,0.23,13.9,320.2,0,0,4438,-0.003,-0.4
5,1,6,15,0,0,0.01,3,10,0,0,322.3,0,0,4438,-0.01,-0.4
5,1,6,16,0,0,0,2.6,10,0,0,102.2,0,0,4438,0,-0.1
5,1,6,17,0,0,0,2.5,10,0,0,0,0,0,4438,0,0.2
5,1,6,18,0,0,0,2.7,10,0,0,0,0,0,4439,0,0.4
5,1,6,19,0,0,0,3.1,10,0,0,0,0,0,4438,0,0
5,1,6,20,0,0,0,3.1,10,0,0,0,0,0,4438,0,-0.5
5,1,6,21,0,0,0,2.6,10,0,0,0,0,0,4438,0,-0.3
5,1,6,22,0,0,0,2.3,10,0,0,0,0,0,4438,0,-0.6
5,1,6,23,0,0,0,1.7,10,0,0,0,0,0,4438,0,-0.2
5,1,7,0,0,0,0,1.5,10,0,0,0,0,0,4360,0,-0.8
5,1,7,1,0,0,0,0.7,10,0,0,0,0,0,4438,0,-0.2
5,1,7,2,0,0,0,0.5,0,0,0,0,0,0,4438,0,-0.3
5,1,7,3,0,0,0,0.2,0,0,0,0,0,0,,0,-0.4
5,1,7,4,0,0,0,-0.2,0,0,0,0,0,0,4438,0,0.2
5,1,7,5,0,0,0,0,0,0,0,0,0,0,4438,0.007,0
5,1,7,6,0,0,0.007,0,0,0,8.1,213.1,0,0,4438,0.223,1.2
5,1,7,7,0,0,0.23,1.2,0,7.13,11391.3,306.2,9.41,2.9244,4438,0.29,3.2
5,1,7,8,0,0,0.52,4.4,0,23.26,38149.7,309.5,30.16,9.3065,4438,0.163,3.7
5,1,7,9,0,0,0.683,8.1,0,32.78,54098.9,298.3,44.07,13.1355,4438,0.1,2.2
5,1,7,10,0,0,0.783,10.3,0,36.92,60410.8,288.7,50.95,14.7104,4437,0.002,1.6
5,1,7,11,1,0,0.785,11.9,0,36.72,60506,288.4,51.12,14.7443,4438,-0.063,1.3
5,1,7,12,0,1,0.722,13.2,0,34.47,56633.9,288.6,47.83,13.8025,4438,-0.124,1
5,1,7,13,0,0,0.598,14.2,0,29.47,48315.2,289.6,40.77,11.8043,4438j,-0.215,0.7
5,1,7,14,0,0,0.383,14.9,0,19.83,32339.8,296.6,26.97,7.9757,4438,-0.263,-1
5,1,7,15,0,0,0.12,13.9,0,5.45,8596.4,300.1,7.54,2.2671,4438,-0.12,-1.7
5,1,7,16,0,0,0,12.2,0,0,0,133.6,0,0,4438,0,-2
5,1,7,17,0,0,0,10.2,1,0,0,0,0,0,4438,0,-1.2
5,1,7,18,0,0,0,9,1,0,0,0,0,0,4438,0,-0.2
5,1,7,19,0,0,0,8.8,1,0,0,0,0,0,4438,0,-0.9
5,1,7,20,0,0,0,7.9,1,0,0,0,0,0,4438,0,-1
5,1,7,21,0,0,0,6.9,1,0,0,0,0,0,4438,0,-0.6
5,1,7,22,0,0,0,6.3,1,0,0,0,0,0,4438,0,-0.9
5,1,7,23,0,0,0,5.4,1,0,0,0,0,0,4438,0,-0.8
5,1,8,0,0,0,0,4.6,1,0,0,0,0,0,4360,0,-0.3
5,1,8,1,0,0,0,4.3,1,0,0,0,0,0,4438,0,-0.4
5,1,8,2,0,0,0,3.9,2,0,0,0,0,0,4438,0,0
5,1,8,3,0,0,0,3.9,2,0,0,0,0,0,4438,0,-0.1
5,1,8,4,0,0,0,3.8,2,0,0,0,0,0,4438,0,0
5,1,8,5,0,0,0,3.8,4,0,0,0,0,0,4438,0.005,0.2
5,1,8,6,0,0,0.005,4,4,0,0,201.1,0,0,4438,0.23,0.4
5,1,8,7,0,0,0.235,4.4,4,5.98,9426.6,311.3,8.03,2.4605,4438,0.082,1.4
5,1,8,8,0,0,0.317,5.8,2,14.16,23040.9,312.6,18.18,5.7378,4438,0.26,0.9
5,1,8,9,0,0,0.577,6.7,2,28.42,46770.5,313.4,36.32,11.388,4438,0.195,1.1
5,1,8,10,1,0,0.772,7.8,2,37.06,61163.3,306.1,48.64,14.8607,4438,-0.261,0.4
5,1,8,11,0,0,0.511,8.2,9,24.47,40333,305.7,32.39,9.9062,4437,0.32,1
5,1,8,12,0,1,0.831,9.2,9,40.59,67058.4,301.9,54.05,16.3185,4438,-0.147,0.1
5,1,8,13,0,0,0.684,9.3,9,34.48,56763.3,302.5,45.66,13.8116,4438,-0.229,-0.8
5,1,8,14,0,0,0.455,8.5,1,23.79,39002.4,308.9,30.97,9.5394,4438,-0.307,-0.9
5,1,8,15,0,0,0.148,7.6,1,6.87,11009,306.3,9.04,2.8173,4438,-0.148,-1.4
5,1,8,16,0,0,0,6.2,1,0,0,139.4,0,0,4438,0,-1
5,1,8,17,0,0,0,5.2,1,0,0,0,0,0,4438,0,-0.9
5,1,8,18,0,0,0,4.3,1,0,0,0,0,0,4438,0,-0.7
5,1,8,19,0,0,0,3.6,1,0,0,0,0,0,4438,0,-0.6
5,1,8,20,0,0,0,3,2,0,0,0,0,0,4438,0,0
5,1,8,21,0,0,0,3,2,0,0,0,0,0,4438,0,0
5,1,8,22,0,0,0,3,2,0,0,0,0,0,4438,0,-0.2
5,1,8,23,0,0,0,2.8,2,0,0,0,0,0,4438,0,-0.3
5,1,9,0,0,0,0,2.5,2,0,0,0,0,0,4363,0,-0.2
5,1,9,1,0,0,0,2.3,2,0,0,0,0,0,4438,0,-1
5,1,9,2,0,0,0,1.3,3,0,0,0,0,0,4438,0,-0.4
5,1,9,3,0,0,0,0.9,3,0,0,0,0,0,4438,0,0.5
5,1,9,4,0,0,0,1.4,3,0,0,0,0,0,4438,0,-1.7
5,1,9,5,0,0,0,-0.3,0,0,0,0,0,0,4438,0.005,-0.8
5,1,9,6,0,0,0.005,-1.1,0,0,0,205.5,0,0,4438,0.271,0.5
5,1,9,7,0,0,0.276,-0.6,0,7.55,12044.5,313.8,9.94,3.0633,4438,0.297,2.7
5,1,9,8,0,0,0.573,2.1,0,25.86,42307.8,310.4,33.24,10.2882,4437,0.181,3.1
5,1,9,9,0,0,0.754,5.2,0,36.45,59620.3,300.4,48.17,14.4682,4438,0.094,2.4
5,1,9,10,0,0,0.848,7.6,0,39.86,65456.6,289,55.15,15.9381,4438,0.052,1.6
5,1,9,11,1,0,0.9,9.2,0,41.73,68882.2,288.4,58.2,16.7812,4438,-0.148,0
5,1,9,12,0,1,0.752,9.2,0,36.95,60955.7,297.3,49.94,14.8583,4437,-0.069,-0.7
5,1,9,13,0,0,0.683,8.5,0,34.83,57239.6,306.9,45.4,13.9115,4438,-0.253,-0.9
5,1,9,14,0,0,0.43,7.6,1,22.65,36799.6,313.8,28.6,8.9837,4438,-0.334,-1.2
5,1,9,15,0,0,0.096,6.4,1,4.56,7445.1,309.3,5.8,1.8226,4438,-0.096,-1.5
5,1,9,16,0,0,0,4.9,1,0,0,130.3,0,0,4438,0,-1
5,1,9,17,0,0,0,3.9,10,0,0,0,0,0,4438,0,-0.6
5,1,9,18,0,0,0,3.3,10,0,0,0,0,0,4438,0,0.1
5,1,9,19,0,0,0,3.4,10,0,0,0,0,0,4438,0,0
5,1,9,20,0,0,0,3.4,9,0,0,0,0,0,4438,0,-0.1
5,1,9,21,0,0,0,3.3,9,0,0,0,0,0,4438,0,-0.1
5,1,9,22,0,0,0,3.2,9,0,0,0,0,0,4438,0,-0.5
5,1,9,23,0,0,0,2.7,9,0,0,0,0,0,4438,0,-0.3
5,1,10,0,0,0,0,2.4,9,0,0,0,0,0,4360,0,-0.5
5,1,10,1,0,0,0,1.9,9,0,0,0,0,0,4438,0,-0.6
5,1,10,2,0,0,0,1.3,5,0,0,0,0,0,4438,0,-0.8
5,1,10,3,0,0,0,0.5,5,0,0,0,0,0,4438,0,-1
5,1,10,4,0,0,0,-0.5,5,0,0,0,0,0,4438,0,-0.4
5,1,10,5,0,0,0,-0.9,0,0,0,0,0,0,4438,0.006,-0.4
5,1,10,6,0,0,0.006,-1.3,0,0,0,209.7,0,0,4438,0.239,1.4
5,1,10,7,0,0,0.245,0.1,0,6.99,11166.8,311.7,9.32,2.8817,4438,0.311,2.7
5,1,10,8,0,0,0.556,2.8,0,24.97,40835.4,310.4,32.09,9.9303,4438,0.168,3
5,1,10,9,0,0,0.724,5.8,0,34.91,57363.5,296.6,46.99,13.9206,4437,0.102,1.8
5,1,10,10,0,0,0.826,7.6,0,39.37,64417,289.2,54.18,15.6701,4438,0.002,1.7
5,1,10,11,1,0,0.828,9.3,2,39.59,64697.8,293.4,53.78,15.7628,4438,-0.036,0.6
5,1,10,12,0,1,0.792,9.9,2,38.52,63041.4,289.7,53,15.3546,4438,-0.134,0
5,1,10,13,0,0,0.658,9.9,2,33.14,54139.4,296.8,44.49,13.1871,4437,-0.196,-0.4
5,1,10,14,0,0,0.462,9.5,0,24.06,39193.1,307,31.28,9.5794,4438,-0.266,-0.3
5,1,10,15,0,0,0.196,9.2,0,8.52,13633.1,305.7,11.21,3.4711,4438,-0.195,-1.4
5,1,10,16,0,0,0.001,7.8,0,0,0,150.8,0,0,4438,-0.001,-0.8
5,1,10,17,0,0,0,7,0,0,0,0,0,0,4438,0,-0.7
5,1,10,18,0,0,0,6.3,0,0,0,0,0,0,4438,0,-0.8
5,1,10,19,0,0,0,5.5,0,0,0,0,0,0,4438,0,-0.3
5,1,10,20,0,0,0,5.2,0,0,0,0,0,0,4438,0,-0.9
5,1,10,21,0,0,0,4.3,0,0,0,0,0,0,4438,0,-0.4
5,1,10,22,0,0,0,3.9,0,0,0,0,0,0,4438,0,-0.1
5,1,10,23,0,0,0,3.8,0,0,0,0,0,0,4438,0,-0.6
5,1,11,0,0,0,0,3.2,0,0,0,0,0,0,4360,0,-0.8
5,1,11,1,0,0,0,2.4,0,0,0,0,0,0,4438,0,-0.4
5,1,11,2,0,0,0,2,0,0,0,0,0,0,4438,0,-0.3
5,1,11,3,0,0,0,1.7,0,0,0,0,0,0,4438,0,-0.9
5,1,11,4,0,0,0,0.8,0,0,0,0,0,0,4438,0,-0.7
5,1,11,5,0,0,0,0.1,0,0,0,0,0,0,4438,0.005,-0.3
5,1,11,6,0,0,0.005,-0.2,0,0,0,211.9,0,0,4438,0.277,1.8
5,1,11,7,0,0,0.282,1.6,0,7.43,12017.8,311.4,10.01,3.0466,4438,0.283,3.5
5,1,11,8,0,0,0.565,5.1,0,25.13,41269.2,310.1,32.48,10.0478,4437,0.167,2.7
5,1,11,9,0,0,0.732,7.8,0,34.86,57411.4,297.9,46.84,13.9432,4438,0.116,2.1
5,1,11,10,1,0,0.848,9.9,0,39.63,64978.9,289,54.8,15.8391,4438,-0.364,0
5,1,11,11,0,0,0.484,9.9,1,23.22,37637.9,294.3,31.86,9.2935,4438,-0.205,-0.6
5,1,11,12,0,0,0.279,9.3,1,14.04,22446.3,308.1,18.13,5.603,4438,0.222,0.7
5,1,11,13,0,0,0.501,10,1,25.58,41226.5,306.7,32.85,10.0541,4438,-0.003,-0.1
5,1,11,14,0,1,0.498,9.9,4,26.46,42656.2,302.4,34.44,10.4155,4437,-0.303,-1.5
5,1,11,15,0,0,0.195,8.4,4,9.32,14520.9,305.3,11.88,3.6677,4438,-0.193,-1.4
5,1,11,16,0,0,0.002,7,4,0.07,0,153.5,0,0,4438,-0.002,-1
5,1,11,17,0,0,0,6,3,0,0,0,0,0,4438,0,-1.1
5,1,11,18,0,0,0,4.9,3,0,0,0,0,0,4438,0,-0.6
5,1,11,19,0,0,0,4.3,3,0,0,0,0,0,4438,0,-1.1
5,1,11,20,0,0,0,3.2,2,0,0,0,0,0,4438,0,-0.3
5,1,11,21,0,0,0,2.9,2,0,0,0,0,0,4438,0,-0.4
5,1,11,22,0,0,0,2.5,2,0,0,0,0,0,4438,0,-0.9
5,1,11,23,0,0,0,1.6,2,0,0,0,0,0,4438,0,-0.2
5,1,12,0,0,0,0,1.4,2,0,0,0,0,0,4360,0,-0.8
5,1,12,1,0,0,0,0.6,2,0,0,0,0,0,4438,0,-0.3
5,1,12,2,0,0,0,0.3,0,0,0,0,0,0,4438,0,-0.4
5,1,12,3,0,0,0,-0.1,0,0,0,0,0,0,4438,0,-1
5,1,12,4,0,0,0,-1.1,0,0,0,0,0,0,4438,0,-0.2
5,1,12,5,0,0,0,-1.3,0,0,0,0,0,0,4438,0.006,-0.2
5,1,12,6,0,0,0.006,-1.5,0,0,0,214.4,0,0,4438,0.279,1.4
5,1,12,7,0,0,0.285,-0.1,0,7.79,12504.9,315.3,10.13,3.1618,4438,0.282,3.2
5,1,12,8,0,0,0.567,3.1,0,25.48,41769.1,310.8,32.78,10.1655,4438,0.159,2.7
5,1,12,9,0,0,0.726,5.8,0,35.71,58287.1,301.6,46.99,14.1699,4438,-0.045,1.2
5,1,12,10,0,0,0.681,7,0,34.01,55408.5,302.2,44.67,13.5033,4437,0.097,0.1
5,1,12,11,1,0,0.778,7.1,9,38.44,62839.7,305,50.27,15.2989,4438,-0.135,0
5,1,12,12,0,1,0.643,7.1,9,32.76,53015.9,302,42.93,12.9647,4438,-0.115,0.2
5,1,12,13,0,0,0.528,7.3,9,26.7,43307.8,311.8,33.81,10.5698,4438,-0.028,0.1
5,1,12,14,0,0,0.5,7.4,4,26.57,43053.7,314.5,33.37,10.4897,4438,-0.272,-1
5,1,12,15,0,0,0.228,6.4,4,9.93,15526.6,312.6,12.35,3.9184,4438,-0.222,-1
5,1,12,16,0,0,0.006,5.4,4,0.25,0,160.9,0,0,4438,-0.006,-0.9
5,1,12,17,0,0,0,4.5,0,0,0,0,0,0,4438,0,-0.7
5,1,12,18,0,0,0,3.8,0,0,0,0,0,0,4438,0,-0.6
5,1,12,19,0,0,0,3.2,0,0,0,0,0,0,4438,0,-0.2
5,1,12,20,0,0,0,3,0,0,0,0,0,0,4438,0,-0.5
5,1,12,21,0,0,0,2.5,0,0,0,0,0,0,4438,0,-0.1
5,1,12,22,0,0,0,2.4,0,0,0,0,0,0,4438,0,-0.3
5,1,12,23,0,0,0,2.1,0,0,0,0,0,0,4438,0,-1.1
5,1,13,0,0,0,0,1,0,0,0,0,0,0,4360,0,-0.8
5,1,13,1,0,0,0,0.2,0,0,0,0,0,0,4438,0,-0.1
5,1,13,2,0,0,0,0.1,0,0,0,0,0,0,4438,0,-1
5,1,13,3,0,0,0,-0.9,0,0,0,0,0,0,4438,0,-0.5
5,1,13,4,0,0,0,-1.4,0,0,0,0,0,0,4438,0,0.3
5,1,13,5,0,0,0,-1.1,0,0,0,0,0,0,4438,0.005,-0.5
5,1,13,6,0,0,0.005,-1.6,0,0,0,217.4,0,0,4438,0.3,1.7
5,1,13,7,0,0,0.305,0.1,0,7.94,12870.3,314.4,10.54,3.2469,4438,0.29,3.7
5,1,13,8,0,0,0.595,3.8,0,26.66,43887.4,309.4,34.6,10.6725,4438,0.182,3.5
5,1,13,9,0,0,0.777,7.3,0,36.62,60439.3,299.9,48.98,14.6822,4438,0.1,1.7
5,1,13,10,0,0,0.877,9,0,40.66,66378,288.7,56.03,16.1775,4438,0.018,1.6
5,1,13,11,1,0,0.895,10.6,0,40.97,67276.5,288.1,57,16.4231,4437,-0.058,0.7
5,1,13,12,0,1,0.837,11.3,0,39.19,64592.6,289,54.58,15.7723,4438,-0.132,0.6
5,1,13,13,0,0,0.705,11.9,0,33.92,55774.8,290.9,46.82,13.6151,4438,-0.223,-0.2
5,1,13,14,0,0,0.482,11.7,1,24.89,40795.5,302,33.1,9.9934,4438,-0.316,-0.8
